DATE,"(NETCONS.)","MAXI.DEMANDMETDURINGTHE DAY","TIME OFOCCUR-RENCE OFMAXDEMAND","SHEDDINGAT THISTIME","UN-REST-RICTEDDEMAND","MAXIMUMUN-REST-RICTEDDEMANDDURINGTHE DAY","TIME OFMAX.UN-REST.DEMAND","DEMANDAT THATTIME","SHEDDINGAT THATTIME"
01.Dec.19,60.369,3400,3:47:58,0,3400,3400,3:47:58,3400,0
02.Dec.19,60.007,3495,10:00:59,0,3495,3495,10:00:59,3495,0
03.Dec.19,63.333,3586,10:03:42,0,3586,3586,10:03:42,3586,0
04.Dec.19,62.459,3639,10:30:29,0,3639,3639,10:30:29,3639,0
05.Dec.19,61.82,3574,10:43:59,0,3574,3574,10:43:59,3574,0
06.Dec.19,66.497,3793,10:27:44,0,3793,3793,10:27:44,3793,0
07.Dec.19,61.934,3546,10:29:13,0,3546,3546,10:29:13,3546,0
08.Dec.19,58.742,3595,10:53:46,0,3595,3595,10:53:46,3595,0
09.Dec.19,63.202,3600,11:00:50,0,3600,3600,11:00:50,3600,0
10.Dec.19,63.832,3665,9:38:52,0,3665,3665,9:38:52,3665,0
11.Dec.19,65.483,3851,10:15:29,0,3851,3851,10:15:29,3851,0
12.Dec.19,65.015,3736,9:57:12,0,3736,3736,9:57:12,3736,0
13.Dec.19,63.73,3975,10:24:07,0,3975,3975,10:24:07,3975,0
14.Dec.19,61.346,3868,10:02:29,0,3868,3868,10:02:29,3868,0
15.Dec.19,61.367,3874,10:51:41,0,3874,3874,10:51:41,3874,0
16.Dec.19,68.061,3938,10:15:41,0,3938,3938,10:15:41,3938,0
17.Dec.19,70.53,4079,10:00:45,0,4079,4079,10:00:45,4079,0
18.Dec.19,72.419,4312,10:23:39,0,4312,4312,10:23:39,4312,0
19.Dec.19,72.749,4256,10:50:53,0,4256,4256,10:50:53,4256,0
20.Dec.19,74.684,4628,10:48:25,0,4628,4628,10:48:25,4628,0
21.Dec.19,70.555,4202,18:48:25,0,4202,4202,18:48:25,4202,0
22.Dec.19,68.967,4346,11:00:48,0,4346,4346,11:00:48,4346,0
23.Dec.19,75.004,4488,11:15:02,0,4488,4488,11:15:02,4488,0
24.Dec.19,76.536,4636,10:19:56,0,4636,4636,10:19:56,4636,0
25.Dec.19,76.5,4770,10:53:52,0,4770,4770,10:53:52,4770,0
26.Dec.19,79.039,4920,11:35:00,0,4920,4920,11:35:00,4920,0
27.Dec.19,81.731,4976,10:11:08,0,4976,4976,10:11:08,4976,0
28.Dec.19,77.775,4709,11:01:21,9,4718,4718,11:01:21,4709,9
29.Dec.19,77.019,4832,11:30:40,0,4832,4832,11:30:40,4832,0
30.Dec.19,84.499,5060,10:43:00,0,5060,5060,10:43:00,5060,0
31.Dec.19,85.866,5245,10:45:48,16,5261,5261,10:45:48,5245,16
01.Jan.20,84.539,5226,10:45:00,0,5226,5226,10:45:00,5226,0
02.Jan.20,77.566,4804,10:29:51,0,4804,4804,10:29:51,4804,0
03.Jan.20,76.12,4811,10:01:25,0,4811,4811,10:01:25,4811,0
04.Jan.20,70.908,4255,10:30:00,0,4255,4255,10:30:00,4255,0
05.Jan.20,68.531,4233,10:37:54,0,4233,4233,10:37:54,4233,0
06.Jan.20,74.264,4473,10:58:12,0,4473,4473,10:58:12,4473,0
07.Jan.20,73.523,4399,10:10:35,0,4399,4399,10:10:35,4399,0
08.Jan.20,75.103,4340,10:32:38,0,4340,4340,10:32:38,4340,0
09.Jan.20,77.517,4685,10:18:15,0,4685,3960,10:18:15,4685,0
10.Jan.20,78.122,4875,10:04:57,0,4875,4875,10:04:57,4875,0
11.Jan.20,72.917,4553,10:00:52,0,4553,4553,10:00:52,4553,0
12.Jan.20,69.144,4545,10:34:58,0,4545,4545,10:34:58,4545,0
13.Jan.20,74.303,4490,10:35:50,0,4490,4490,10:35:50,4490,0
14.Jan.20,74.482,4600,9:58:15,0,4600,4600,9:58:15,4600,0
15.Jan.20,74.678,4573,10:02:38,0,4573,4573,10:02:38,4573,0
16.Jan.20,76.669,4402,10:18:36,0,4402,4402,10:18:36,4402,0
17.Jan.20,76.943,4602,10:17:00,0,4602,4602,10:17:00,4602,0
18.Jan.20,72.756,4320,10:01:25,0,4320,4320,10:01:25,4320,0
19.Jan.20,72.483,4578,11:02:49,0,4578,4578,11:02:49,4578,0
20.Jan.20,78.185,4653,10:08:33,0,4653,4563,10:08:33,4653,0
21.Jan.20,76.298,4468,10:00:45,0,4468,4468,10:00:45,4468,0
22.Jan.20,77.006,4630,10:02:20,0,4630,4630,10:02:20,4630,0
23.Jan.20,74.967,4401,9:46:00,0,4401,4401,9:46:00,4401,0
24.Jan.20,76.955,4632,10:01:46,0,4632,4632,10:01:46,4632,0
25.Jan.20,71.827,4305,10:00:25,0,4305,4305,10:00:25,4305,0
26.Jan.20,61.551,3764,9:56:06,0,3764,3764,9:56:06,3764,0
27.Jan.20,70.402,4293,10:41:34,0,4293,4293,10:41:34,4293,0
28.Jan.20,70.266,4318,10:24:57,0,4318,4318,10:24:57,4318,0
29.Jan.20,71.52,4371,10:03:29,0,4371,4371,10:03:29,4371,0
30.Jan.20,71.213,4180,10:37:09,0,4180,4180,10:37:09,4180,0
31.Jan.20,73.267,4484,10:00:29,0,4484,4484,10:00:29,4484,0
01.Feb.20,70.397,4073,19:57:46,0,4073,4087,19:57:46,4006,81
02.Feb.20,67.075,4325,10:42:22,0,4325,4325,10:42:22,4325,0
03.Feb.20,70.466,4269,9:46:40,0,4269,4269,9:46:40,4269,0
04.Feb.20,70.812,4126,10:01:33,0,4126,4126,10:01:33,4126,0
05.Feb.20,71.592,4190,10:01:09,0,4190,4190,10:01:09,4190,0
06.Feb.20,70.596,4386,9:55:22,0,4386,4386,9:55:22,4386,0
07.Feb.20,72.62,4447,9:55:25,0,4447,4447,9:55:25,4447,0
08.Feb.20,60.342,3950,9:56:34,0,3950,3950,9:56:34,3950,0
09.Feb.20,64.339,4138,11:00:46,0,4138,4138,11:00:46,4138,0
10.Feb.20,68.52,4097,9:56:01,0,4097,4097,9:56:01,4097,0
11.Feb.20,69.428,4144,10:15:29,0,4144,4144,10:15:29,4144,0
12.Feb.20,69.159,4182,10:02:05,0,4182,4182,10:02:05,4182,0
13.Feb.20,67.081,4008,9:52:53,0,4008,4008,9:52:53,4008,0
14.Feb.20,67.623,4297,10:30:04,0,4297,4297,10:30:04,4297,0
15.Feb.20,63.233,4003,10:08:57,0,4003,4003,10:08:57,4003,0
16.Feb.20,60.955,3872,10:30:12,0,3872,3872,10:30:12,3872,0
17.Feb.20,63.614,3762,9:55:49,0,3762,3762,9:55:49,3762,0
18.Feb.20,64.823,3876,9:55:54,0,3876,3876,9:55:54,3876,0
19.Feb.20,65.084,3888,10:02:09,0,3888,3888,10:02:09,3888,0
20.Feb.20,63.847,3734,10:00:47,0,3734,3734,10:00:47,3734,0
21.Feb.20,65.793,4200,10:08:00,0,4200,4200,10:08:00,4200,0
22.Feb.20,61.366,3673,10:35:13,0,3673,3673,10:35:13,3673,0
23.Feb.20,59.831,3605,10:42:36,0,3605,3605,10:42:36,3605,0
24.Feb.20,62.418,3738,9:54:23,0,3738,3738,9:54:23,3738,0
25.Feb.20,62.81,3573,11:09:04,0,3573,3573,11:09:04,3573,0
26.Feb.20,62.75,3558,10:05:19,0,3558,3558,10:05:19,3558,0
27.Feb.20,63.657,3514,10:26:30,0,3514,3514,10:26:30,3514,0
28.Feb.20,63.739,3678,11:31:29,0,3678,3678,11:31:29,3678,0
29.Feb.20,60.634,3407,10:04:35,0,3407,3407,10:04:35,3407,0
01.Apr.20,41.916,2465,8:35:27,0,2465,2465,8:35:27,2465,0
02.Apr.20,44.467,2296,7:59:51,0,2296,2296,7:59:51,2296,0
03.Apr.20,44.445,2257,8:45:02,0,2257,2257,8:45:02,2257,0
04.Apr.20,44.303,2163,8:42:25,0,2163,2163,8:42:25,2163,0
05.Apr.20,45.216,2220,10:48:33,0,2220,2220,10:48:33,2220,0
06.Apr.20,46.419,2235,19:49:26,0,2235,2235,19:49:26,2235,0
07.Apr.20,48.131,2240,10:16:53,0,2240,2240,10:16:53,2240,0
08.Apr.20,47.646,2215,8:27:37,0,2215,2215,8:27:37,2215,0
09.Apr.20,47.609,2251,19:34:19,0,2251,2251,19:34:19,2251,0
10.Apr.20,50.013,2309,21:00:49,0,2309,2309,21:00:49,2309,0
11.Apr.20,51.381,2402,21:25:17,0,2402,2402,21:25:17,2402,0
12.Apr.20,53.524,2510,21:25:21,0,2510,2510,21:25:21,2510,0
13.Apr.20,56.969,2759,22:42:22,0,2759,2759,22:42:22,2759,0
14.Apr.20,60.037,3017,23:01:19,0,3017,3017,23:01:19,3017,0
15.Apr.20,63.555,3007,22:58:18,0,3007,3007,22:58:18,3007,0
16.Apr.20,64.358,3169,23:01:06,0,3169,3169,23:01:06,3169,0
17.Apr.20,65.29,3131,23:18:45,0,3131,3131,23:18:45,3131,0
18.Apr.20,60.064,3084,0:00:10,0,3084,3084,0:00:10,3084,0
19.Apr.20,58.599,2977,23:01:06,0,2977,2977,23:01:06,2977,0
20.Apr.20,59.462,2955,0:20:38,0,2955,2955,0:20:38,2955,0
21.Apr.20,57.637,2745,23:16:27,0,2745,2745,23:16:27,2745,0
22.Apr.20,59.629,2906,22:54:26,0,2906,2906,22:54:26,2906,0
23.Apr.20,61.622,2884,23:19:55,0,2884,2884,23:19:55,2884,0
24.Apr.20,62.038,3070,23:24:52,0,3070,3070,23:24:52,3070,0
25.Apr.20,63.952,3100,23:24,0,3100,3100,23:24,3100,0
26.Apr.20,59.401,3072,0:00,0,3072,3072,0:00,3072,0
27.Apr.20,55.367,2692,22:40:05,0,2692,2692,22:40:05,2692,0
28.Apr.20,59.374,3019,23:08:51,0,3019,3019,23:08:51,3019,0
29.Apr.20,64.838,3174,23:00,0,3174,3174,23:00,3174,0
30.Apr.20,68.004,3362,23:16:26,0,3362,3362,23:16:26,3362,0
5/1/2020,71.819,3522,23:27:07,0,3522,3522,8:35:27,3522,0
5/2/2020,69.676,3501,23:32:28,0,3501,3501,7:59:51,3501,0
5/3/2020,66.416,3457,0:00:52,0,3457,3457,8:45:02,3457,0
5/4/2020,63.435,3180,23:16:51,0,3180,3180,8:42:25,3180,0
5/5/2020,67.417,3420,23:21:06,0,3420,3420,10:48:33,3420,0
5/6/2020,70.319,3387,0:00,0,3387,3387,19:49:26,3387,0
5/7/2020,66.157,3451,23:16:15,0,3451,3451,10:16:53,3451,0
5/8/2020,73.711,3782,23:17:16,0,3782,3782,8:27:37,3782,0
5/9/2020,76.797,4078,23:29:12,0,4078,4078,19:34:19,4078,0
5/10/2020,70.671,4044,0:01:09,0,4044,4044,21:00:49,4044,0
5/11/2020,68.873,3658,23:20:06,0,3658,3658,21:25:17,3658,0
5/12/2020,73.166,3798,23:58:01,0,3798,3798,21:25:21,3798,0
5/13/2020,75.951,3702,0:00:02,0,3702,3702,22:42:22,3702,0
5/14/2020,74.348,3656,0:00:29,0,3656,3656,23:01:19,3656,0
5/15/2020,73.596,3698,23:19:38,0,3698,3698,22:58:18,3698,0
5/16/2020,74.489,3875,23:35:48,0,3875,3875,23:01:06,3875,0
5/17/2020,76.353,4000,23:20:41,0,4000,4000,23:18:45,4000,0
5/18/2020,80.981,4129,23:24:56,0.4,4129,4129,0:00:10,4129,0.4
5/19/2020,83.043,4195,23:24:13,0,4195,4195,23:01:06,4195,0
5/20/2020,84.765,4276,23:41:11,0,4276,4276,0:20:38,4276,0
5/21/2020,86.608,4518,23:26:57,0,4518,4518,23:16:27,4518,0
5/22/2020,92.415,4923,23:28:33,0,4923,4923,22:54:26,4923,0
5/23/2020,97.66,5055,23:20:46,0,5055,5055,23:19:55,5055,0
5/24/2020,102.726,5268,23:10:53,0,5268,5268,23:24:52,5268,0
5/25/2020,103.237,5384,23:36:24,0,5384,5384,23:24,5384,0
5/26/2020,110.271,5464,23:20:24,0,5464,5464,0:00,5464,0
5/27/2020,111.822,5425,23:32:37,23,5448,5492,15:30,5339,153
5/28/2020,108.754,5407,0:01:37,0,5407,5407,23:08:51,5407,0
5/29/2020,90.801,4402,15:46:27,0,4402,4402,23:00,4402,0
5/30/2020,83.26,4145,23:32:07,0,4145,4145,23:16:26,4145,0
5/31/2020,73.091,4098,0:00:11,0,4098,4098,23:16:26,4098,0
6/1/2020,77.011,3807,23:28:50,0,3807,3807,23:28:50,3807,0
6/2/2020,80.756,4058,23:10:25,0,4058,4058,23:10:25,4058,0
6/3/2020,88.213,4250,23:14:10,0,4250,4250,23:14:10,4250,0
6/4/2020,86.378,4194,0:02:16,0,4194,4194,0:02:16,4194,0
6/5/2020,83.02,3935,23:16:13,0,3935,3935,23:16:13,3935,0
6/6/2020,82.458,4248,23:23:09,0,4248,4248,23:23:09,4248,0
6/7/2020,82.206,4193,0:00:04,0,4193,4193,0:00:04,4193,0
6/8/2020,88.015,4611,23:23:11,0,4611,4611,23:23:11,4611,0
6/9/2020,100.711,5119,23:30:32,0,5119,5119,23:30:32,5119,0
6/10/2020,104.94,5198,15:47:12,0,5198,5198,15:47:12,5198,0
6/11/2020,109.306,5534,23:22:55,0,5534,5534,23:22:55,5534,0
6/12/2020,114.793,5591,23:18:37,0,5591,5591,23:18:37,5591,0
6/13/2020,108.165,5509,0:01:02,0,5509,5509,0:01:02,5509,0
6/14/2020,104.461,5571,22:59:21,0,5571,5571,22:59:21,5571,0
6/15/2020,114.393,5805,23:31:27,0,5805,5805,23:31:27,5805,0
6/16/2020,117.678,5899,23:23:10,0,5899,5899,23:23:10,5899,0
6/17/2020,120.293,5985,23:12:51,0,5985,5985,23:12:51,5985,0
6/18/2020,120.683,6193,22:43:57,0,6193,6193,22:43:57,6193,0
6/19/2020,125.714,6245,23:03:44,0,6245,6245,23:03:44,6245,0
6/20/2020,108.017,6064,0:01:27,0,6064,6064,0:01:27,6064,0
6/21/2020,98.939,5243,23:17:29,0,5243,5243,23:17:29,5243,0
6/22/2020,103.295,5369,23:26:51,0,5369,5369,23:26:51,5369,0
6/23/2020,108.128,5467,23:18:46,0,5467,5467,23:18:46,5467,0
6/24/2020,108.221,5288,23:00,0,5288,5288,23:00,5288,0
6/25/2020,106.091,5332,23:25:46,0,5332,5332,23:25:46,5332,0
6/26/2020,108.653,5399,23:25:27,0,5399,5399,23:25:27,5399,0
6/27/2020,107.959,5561,23:01:01,0,5561,5561,23:01:01,5561,0
6/28/2020,113.488,6096,23:01:33,0,6096,6096,23:01:33,6096,0
6/29/2020,119.617,6314,15:33:17,0,6314,6314,15:33:17,6314,0
6/30/2020,117.427,5895,23:00:28,0,5895,5895,23:00:28,5895,0
7/1/2020,121.187,5958,22:59:44,0,5958,3807,22:59:44,5958,0
7/2/2020,124.183,6198,23:11:21,10,6208,4058,23:11:21,6198,10
7/3/2020,129.6,6310,14:17:48,0,6310,4250,14:17:48,6310,0
7/4/2020,120.574,5989,23:30,0,5989,4194,23:30,5989,0
7/5/2020,98.44,5812,0:00:06,0,5812,3935,0:00:06,5812,0
7/6/2020,103.187,5127,15:03:12,0,5127,4248,15:03:12,5127,0
7/7/2020,100.752,4897,0:00:13,0,4897,4193,0:00:13,4897,0
